date,county,cases,deaths,new_cases,new_deaths
2020-02-01,Alameda,3,0,N,N
2020-02-02,Alameda,3,0,N,N
2020-02-03,Alameda,3,0,N,N
2020-02-04,Alameda,3,0,N,N
2020-02-05,Alameda,3,0,N,N
2020-02-06,Alameda,4,0,N,N
2020-02-07,Alameda,4,0,N,N
2020-02-08,Alameda,4,0,1,0
2020-02-09,Alameda,5,0,2,0
2020-02-10,Alameda,5,0,2,0
2020-02-11,Alameda,5,0,2,0
2020-02-12,Alameda,5,0,2,0
2020-02-13,Alameda,5,0,1,0
2020-02-14,Alameda,5,0,1,0
2020-02-15,Alameda,6,0,2,0
2020-02-16,Alameda,6,0,1,0
2020-02-17,Alameda,7,0,2,0
2020-02-18,Alameda,7,0,2,0
2020-02-19,Alameda,7,0,2,0
2020-02-20,Alameda,8,0,3,0
2020-02-21,Alameda,10,0,5,0
2020-02-22,Alameda,11,0,5,0
2020-02-23,Alameda,12,0,6,0
2020-02-24,Alameda,14,0,7,0
2020-02-25,Alameda,14,0,7,0
2020-02-26,Alameda,14,0,7,0
2020-02-27,Alameda,14,0,6,0
2020-02-28,Alameda,15,0,5,0
2020-02-29,Alameda,17,0,6,0
2020-03-01,Alameda,21,0,9,0
2020-03-02,Alameda,22,0,8,0
2020-03-03,Alameda,25,0,11,0
2020-03-04,Alameda,31,0,17,0
2020-03-05,Alameda,35,0,21,0
2020-03-06,Alameda,41,0,26,0
2020-03-07,Alameda,43,0,26,0
2020-03-08,Alameda,48,0,27,0
2020-03-09,Alameda,73,0,51,0
2020-03-10,Alameda,101,0,76,0
2020-03-11,Alameda,122,0,91,0
2020-03-12,Alameda,153,0,118,0
2020-03-13,Alameda,178,0,137,0
2020-03-14,Alameda,197,0,154,0
2020-03-15,Alameda,216,0,168,0
2020-03-16,Alameda,264,0,191,0
2020-03-17,Alameda,293,0,192,0
2020-03-18,Alameda,325,0,203,0
2020-03-19,Alameda,354,0,201,0
2020-03-20,Alameda,390,0,212,0
2020-03-21,Alameda,411,0,214,0
2020-03-22,Alameda,435,1,219,1
2020-03-23,Alameda,474,1,210,1
2020-03-24,Alameda,506,2,213,2
2020-03-25,Alameda,538,3,213,3
2020-03-26,Alameda,559,4,205,4
2020-03-27,Alameda,599,4,209,4
2020-03-28,Alameda,618,12,207,12
2020-03-29,Alameda,645,6,210,5
2020-03-30,Alameda,679,7,205,6
2020-03-31,Alameda,718,7,212,5
2020-02-01,Alpine,0,0,N,N
2020-02-02,Alpine,0,0,N,N
2020-02-03,Alpine,0,0,N,N
2020-02-04,Alpine,0,0,N,N
2020-02-05,Alpine,0,0,N,N
2020-02-06,Alpine,0,0,N,N
2020-02-07,Alpine,0,0,N,N
2020-02-08,Alpine,0,0,0,0
2020-02-09,Alpine,0,0,0,0
2020-02-10,Alpine,0,0,0,0
2020-02-11,Alpine,0,0,0,0
2020-02-12,Alpine,0,0,0,0
2020-02-13,Alpine,0,0,0,0
2020-02-14,Alpine,0,0,0,0
2020-02-15,Alpine,0,0,0,0
2020-02-16,Alpine,0,0,0,0
2020-02-17,Alpine,0,0,0,0
2020-02-18,Alpine,0,0,0,0
2020-02-19,Alpine,0,0,0,0
2020-02-20,Alpine,0,0,0,0
2020-02-21,Alpine,0,0,0,0
2020-02-22,Alpine,0,0,0,0
2020-02-23,Alpine,0,0,0,0
2020-02-24,Alpine,0,0,0,0
2020-02-25,Alpine,0,0,0,0
2020-02-26,Alpine,0,0,0,0
2020-02-27,Alpine,0,0,0,0
2020-02-28,Alpine,0,0,0,0
2020-02-29,Alpine,0,0,0,0
2020-03-01,Alpine,0,0,0,0
2020-03-02,Alpine,0,0,0,0
2020-03-03,Alpine,0,0,0,0
2020-03-04,Alpine,0,0,0,0
2020-03-05,Alpine,0,0,0,0
2020-03-06,Alpine,0,0,0,0
2020-03-07,Alpine,0,0,0,0
2020-03-08,Alpine,0,0,0,0
2020-03-09,Alpine,0,0,0,0
2020-03-10,Alpine,0,0,0,0
2020-03-11,Alpine,0,0,0,0
2020-03-12,Alpine,0,0,0,0
2020-03-13,Alpine,0,0,0,0
2020-03-14,Alpine,0,0,0,0
2020-03-15,Alpine,0,0,0,0
2020-03-16,Alpine,0,0,0,0
2020-03-17,Alpine,0,0,0,0
2020-03-18,Alpine,1,0,1,0
2020-03-19,Alpine,1,0,1,0
2020-03-20,Alpine,1,0,1,0
2020-03-21,Alpine,1,0,1,0
2020-03-22,Alpine,1,0,1,0
2020-03-23,Alpine,1,0,1,0
2020-03-24,Alpine,1,0,1,0
2020-03-25,Alpine,1,0,0,0
2020-03-26,Alpine,1,0,0,0
2020-03-27,Alpine,1,0,0,0
2020-03-28,Alpine,1,0,0,0
2020-03-29,Alpine,1,0,0,0
2020-03-30,Alpine,1,0,0,0
2020-03-31,Alpine,1,0,0,0
2020-02-01,Amador,0,0,N,N
2020-02-02,Amador,0,0,N,N
2020-02-03,Amador,0,0,N,N
2020-02-04,Amador,0,0,N,N
2020-02-05,Amador,0,0,N,N
2020-02-06,Amador,0,0,N,N
2020-02-07,Amador,0,0,N,N
2020-02-08,Amador,0,0,0,0
2020-02-09,Amador,0,0,0,0
2020-02-10,Amador,0,0,0,0
2020-02-11,Amador,0,0,0,0
2020-02-12,Amador,0,0,0,0
2020-02-13,Amador,0,0,0,0
2020-02-14,Amador,0,0,0,0
2020-02-15,Amador,0,0,0,0
2020-02-16,Amador,0,0,0,0
2020-02-17,Amador,0,0,0,0
2020-02-18,Amador,0,0,0,0
2020-02-19,Amador,0,0,0,0
2020-02-20,Amador,0,0,0,0
2020-02-21,Amador,0,0,0,0
2020-02-22,Amador,0,0,0,0
2020-02-23,Amador,0,0,0,0
2020-02-24,Amador,0,0,0,0
2020-02-25,Amador,0,0,0,0
2020-02-26,Amador,0,0,0,0
2020-02-27,Amador,0,0,0,0
2020-02-28,Amador,0,0,0,0
2020-02-29,Amador,0,0,0,0
2020-03-01,Amador,0,0,0,0
2020-03-02,Amador,0,0,0,0
2020-03-03,Amador,0,0,0,0
2020-03-04,Amador,0,0,0,0
2020-03-05,Amador,0,0,0,0
2020-03-06,Amador,0,0,0,0
2020-03-07,Amador,0,0,0,0
2020-03-08,Amador,0,0,0,0
2020-03-09,Amador,0,0,0,0
2020-03-10,Amador,1,0,1,0
2020-03-11,Amador,1,0,1,0
2020-03-12,Amador,1,0,1,0
2020-03-13,Amador,1,0,1,0
2020-03-14,Amador,1,0,1,0
2020-03-15,Amador,1,0,1,0
2020-03-16,Amador,1,0,1,0
2020-03-17,Amador,1,0,0,0
2020-03-18,Amador,1,0,0,0
2020-03-19,Amador,1,0,0,0
2020-03-20,Amador,1,0,0,0
2020-03-21,Amador,2,0,1,0
2020-03-22,Amador,2,0,1,0
2020-03-23,Amador,2,0,1,0
2020-03-24,Amador,2,0,1,0
2020-03-25,Amador,4,0,3,0
2020-03-26,Amador,4,0,3,0
2020-03-27,Amador,4,0,3,0
2020-03-28,Amador,5,0,3,0
2020-03-29,Amador,5,0,3,0
2020-03-30,Amador,5,0,3,0
2020-03-31,Amador,5,0,3,0
2020-02-01,Butte,0,0,N,N
2020-02-02,Butte,0,0,N,N
2020-02-03,Butte,0,0,N,N
2020-02-04,Butte,0,0,N,N
2020-02-05,Butte,0,0,N,N
2020-02-06,Butte,0,0,N,N
2020-02-07,Butte,0,0,N,N
2020-02-08,Butte,0,0,0,0
2020-02-09,Butte,0,0,0,0
2020-02-10,Butte,0,0,0,0
2020-02-11,Butte,0,0,0,0
2020-02-12,Butte,0,0,0,0
2020-02-13,Butte,0,0,0,0
2020-02-14,Butte,0,0,0,0
2020-02-15,Butte,0,0,0,0
2020-02-16,Butte,0,0,0,0
2020-02-17,Butte,0,0,0,0
2020-02-18,Butte,0,0,0,0
2020-02-19,Butte,0,0,0,0
2020-02-20,Butte,0,0,0,0
2020-02-21,Butte,0,0,0,0
2020-02-22,Butte,0,0,0,0
2020-02-23,Butte,0,0,0,0
2020-02-24,Butte,0,0,0,0
2020-02-25,Butte,0,0,0,0
2020-02-26,Butte,0,0,0,0
2020-02-27,Butte,0,0,0,0
2020-02-28,Butte,0,0,0,0
2020-02-29,Butte,0,0,0,0
2020-03-01,Butte,0,0,0,0
2020-03-02,Butte,0,0,0,0
2020-03-03,Butte,0,0,0,0
2020-03-04,Butte,0,0,0,0
2020-03-05,Butte,0,0,0,0
2020-03-06,Butte,0,0,0,0
2020-03-07,Butte,0,0,0,0
2020-03-08,Butte,0,0,0,0
2020-03-09,Butte,0,0,0,0
2020-03-10,Butte,0,0,0,0
2020-03-11,Butte,0,0,0,0
2020-03-12,Butte,0,0,0,0
2020-03-13,Butte,0,0,0,0
2020-03-14,Butte,2,0,2,0
2020-03-15,Butte,3,0,3,0
2020-03-16,Butte,3,0,3,0
2020-03-17,Butte,4,0,4,0
2020-03-18,Butte,4,0,4,0
2020-03-19,Butte,5,0,5,0
2020-03-20,Butte,7,0,7,0
2020-03-21,Butte,7,0,5,0
2020-03-22,Butte,8,0,5,0
2020-03-23,Butte,11,0,8,0
2020-03-24,Butte,11,0,7,0
2020-03-25,Butte,12,0,8,0
2020-03-26,Butte,12,0,7,0
2020-03-27,Butte,12,0,5,0
2020-03-28,Butte,14,0,7,0
2020-03-29,Butte,14,0,6,0
2020-03-30,Butte,14,0,3,0
2020-03-31,Butte,16,0,5,0
2020-02-01,Calaveras,0,0,N,N
2020-02-02,Calaveras,0,0,N,N
2020-02-03,Calaveras,0,0,N,N
2020-02-04,Calaveras,0,0,N,N
2020-02-05,Calaveras,0,0,N,N
2020-02-06,Calaveras,0,0,N,N
2020-02-07,Calaveras,0,0,N,N
2020-02-08,Calaveras,0,0,0,0
2020-02-09,Calaveras,0,0,0,0
2020-02-10,Calaveras,0,0,0,0
2020-02-11,Calaveras,0,0,0,0
2020-02-12,Calaveras,0,0,0,0
2020-02-13,Calaveras,0,0,0,0
2020-02-14,Calaveras,0,0,0,0
2020-02-15,Calaveras,0,0,0,0
2020-02-16,Calaveras,0,0,0,0
2020-02-17,Calaveras,0,0,0,0
2020-02-18,Calaveras,0,0,0,0
2020-02-19,Calaveras,0,0,0,0
2020-02-20,Calaveras,0,0,0,0
2020-02-21,Calaveras,0,0,0,0
2020-02-22,Calaveras,0,0,0,0
2020-02-23,Calaveras,0,0,0,0
2020-02-24,Calaveras,0,0,0,0
2020-02-25,Calaveras,0,0,0,0
2020-02-26,Calaveras,0,0,0,0
2020-02-27,Calaveras,0,0,0,0
2020-02-28,Calaveras,0,0,0,0
